,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
61,61,L85018,97f617e1-f6f2-49c3-b317-542d7bb05d1c,Porum,OK,Muskogee,74455,35.3619,-95.26371,3093,Suburban,America/Chicago,"Engineer, automotive",1,26,"Some College, 1 or More Years, No Degree",Unemployed,55319.23,Never Married,Female,No,7.273891516,12,1,0,No,One year,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,2.871017037,163.8522919,1086.990308,5,5,4,4,3,4,4,4
62,62,O942919,176d7713-b919-41c3-badf-676dc1abbf07,Delavan,IL,Tazewell,61734,40.37342,-89.52646,2765,Urban,America/Chicago,Recruitment consultant,1,25,Bachelor's Degree,Full Time,81831.49,Widowed,Male,No,39.88390274,10,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,2.344875382,225.2947474,704.7540406,3,4,3,2,3,4,2,4
63,63,I167253,d73797a9-ae43-4fe0-8f43-c7db6456eee8,Harveys Lake,PA,Luzerne,18618,41.37478,-76.03486,3757,Rural,America/New_York,Commercial horticulturist,0,42,"Some College, 1 or More Years, No Degree",Full Time,100076.65,Separated,Female,Yes,8.599583947,14,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,7.960490246,150.2616031,1416.444695,5,5,5,4,3,2,4,4
64,64,R110564,9b56af1d-ccae-418c-a7e3-f1bc3964d09c,Eagar,AZ,Apache,85925,34.088,-109.3232,4938,Rural,America/Phoenix,"Pharmacist, community",NA,81,GED or Alternative Credential,Full Time,69965.65,Widowed,Male,No,5.487498047,15,0,0,NA,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,12.25062113,91.90732298,1095.950634,5,5,5,3,4,3,2,5
65,65,M278354,7a1d7d58-f80c-47a6-933b-cf5e77d057a7,Aulander,NC,Hertford,27805,36.20782,-77.08433,3761,Suburban,America/New_York,Forest/woodland manager,NA,43,Regular High School Diploma,Full Time,34883.69,Divorced,Female,No,14.22358433,13,0,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,NA,128.1616569,1083.610268,4,4,4,3,4,4,3,3
66,66,W604879,65a865fb-9376-4428-b1ee-0049a7c55176,Mokelumne Hill,CA,Calaveras,95245,38.29793,-120.62131,1851,Urban,America/Los_Angeles,"Designer, graphic",2,NA,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Never Married,Male,No,9.701727666,14,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),7.916533093,185.1946788,1570.641337,3,4,3,3,4,4,4,3
67,67,X345797,71895f94-c853-4e94-85ef-3fab52301614,Wheeling,IL,Cook,60090,42.1295,-87.92197,38476,Suburban,America/Chicago,"Civil engineer, consulting",3,70,Regular High School Diploma,Full Time,10964.73,Married,Female,Yes,7.029314673,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),4.471254161,265.9812978,1007.425553,3,3,2,4,4,3,3,3
68,68,N189653,941c7516-20c5-47d4-a063-5f3dc7bfc47a,Nevada,MO,Vernon,64772,37.82945,-94.33173,13547,Urban,America/Chicago,Science writer,1,NA,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Widowed,Male,Yes,10.76672425,19,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),10.79028074,207.5721417,1323.028419,4,4,3,6,2,5,7,4
69,69,M562102,df3742f5-e551-4ecc-90fe-eea710b6d9fc,Slaton,TX,Lubbock,79364,33.45204,-101.64305,7801,Urban,America/Chicago,Health and safety inspector,0,48,"Some College, Less than 1 Year",Unemployed,52636.6,Separated,Male,No,7.802308089,17,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,No,NA,Yes,No,No,Electronic Check,12.24190682,152.3606978,1808.730555,3,1,2,2,5,2,2,1
70,70,X67911,14e03b7a-04b1-4dae-8c20-41ad7e3f69b1,Gillette,WY,Campbell,82716,44.48072,-105.68542,17823,Suburban,America/Denver,"Administrator, Civil Service",1,63,"Some College, 1 or More Years, No Degree",Retired,19048.13,Separated,Female,Yes,9.793779624,18,2,1,NA,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.203859443,198.6516357,1120.241472,4,4,4,5,4,4,4,3
71,71,O834546,eeeb8da7-926a-44a7-8d86-68f1eecc7055,Roseburg,OR,Douglas,97470,43.22975,-123.23433,20269,Urban,America/Los_Angeles,Technical sales engineer,4,60,"Some College, 1 or More Years, No Degree",Full Time,42784.82,Married,Female,Yes,5.824350345,12,0,0,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,23.92132231,212.350527,2676.789803,5,5,6,5,3,7,5,5
72,72,I493092,819fd181-eecf-497c-a453-ada4517d9c06,North Royalton,OH,Cuyahoga,44133,41.31414,-81.74522,30225,Rural,America/New_York,Special educational needs teacher,0,87,Regular High School Diploma,Full Time,77996.88,Divorced,Male,Yes,7.013094993,17,0,0,Yes,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),3.7311787,254.1636111,1268.086909,3,3,4,5,4,3,5,4
73,73,H787644,2456727b-d909-43a0-9f62-d2e57c9ef757,Cadiz,OH,Harrison,43907,40.25609,-81.02123,5760,Suburban,America/New_York,Outdoor activities/education manager,3,54,Associate's Degree,Unemployed,47507.3,Married,Female,No,32.03094504,9,0,0,NA,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),NA,162.6137295,822.6771666,2,3,3,3,5,2,2,3
74,74,N582710,867d0b20-ffdd-478b-b5e8-ad80ca7ff50e,Homestead,MT,Sheridan,59242,48.43505,-104.4389,61,Urban,America/Denver,"Civil engineer, consulting",3,NA,Associate's Degree,Full Time,7724.73,Divorced,Male,Yes,7.700593432,9,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,NA,256.579456,NA,4,3,2,3,3,3,3,4
75,75,T689606,fd741cf9-5663-472f-94e8-5977c1499a74,San Diego,CA,San Diego,92131,32.89431,-117.08013,34359,Urban,America/Los_Angeles,Maintenance engineer,1,70,Regular High School Diploma,Full Time,1509.52,Never Married,Male,Yes,12.05902236,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),2.378630018,214.1022755,NA,4,4,4,5,2,3,4,4
76,76,E330599,99348a66-489f-42a7-894a-178bc1ba030c,Inglewood,CA,Los Angeles,90303,33.9381,-118.3323,24693,Rural,America/Los_Angeles,Sports therapist,2,67,Regular High School Diploma,Retired,81124.71,Married,Female,Yes,13.64707199,13,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,5.43464555,271.3744783,1648.102673,3,3,4,3,5,3,3,4
77,77,C641592,77618d0f-b884-47ba-ad1b-7029b27512f8,Catlett,VA,Fauquier,20119,38.6184,-77.62493,4235,Rural,America/New_York,"Engineer, communications",4,46,Regular High School Diploma,Part Time,11795.57,Widowed,Female,Yes,9.033079233,11,0,0,No,Two Year,No,No,None,NA,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,1.092361222,201.5905907,768.0874545,1,1,2,2,3,1,3,2
78,78,E24772,6f3cb471-a76a-480a-8042-cb64a5a43175,Rockfield,KY,Warren,42274,36.94686,-86.60235,2193,Urban,America/Chicago,Oceanographer,1,NA,Associate's Degree,Full Time,NA,Never Married,Male,No,6.796336078,10,2,1,NA,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),20.13981517,149.2913801,2426.030626,2,2,3,4,3,3,4,4
79,79,A889769,10eabf96-a37f-457f-b30b-b14113ea9ef5,Concord,IL,Morgan,62631,39.82437,-90.36129,273,Rural,America/Chicago,Archaeologist,1,24,Regular High School Diploma,Full Time,19038.78,Never Married,Female,Yes,13.69012091,18,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,24.64873861,240.7606959,NA,4,4,5,1,4,4,3,3
80,80,G391761,31eeb895-3c43-4aa5-91de-59b6782b4467,Little Falls,MN,Morrison,56345,45.98881,-94.37486,14557,Rural,America/Chicago,Personal assistant,0,20,Associate's Degree,Part Time,79167.77,Divorced,Male,No,13.64419363,17,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),9.677739656,126.242338,1129.549713,3,4,3,4,5,4,3,3
81,81,A606860,67203a0f-8d33-4cae-b0af-f090e77b213a,Orlando,FL,Orange,32804,28.57725,-81.39726,17653,Urban,America/New_York,Animal nutritionist,1,NA,Master's Degree,Full Time,37428.26,Married,Female,Yes,14.85470353,13,2,1,NA,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,9.82814183,188.6701828,1771.286466,3,4,3,2,5,3,3,4
82,82,E186097,92807e76-e79e-41a5-9385-51da617ab9ce,Millsboro,PA,Washington,15348,39.9883,-79.99619,285,Rural,America/New_York,Hydrologist,NA,NA,Master's Degree,Full Time,45148.38,Divorced,Male,No,17.35455406,6,1,0,NA,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),7.832238337,171.6836341,943.3391244,3,3,3,4,4,3,4,4
83,83,I627613,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,Sagola,MI,Dickinson,49881,46.07835,-88.03348,320,Urban,America/Menominee,Arts development officer,5,NA,Nursery School to 8th Grade,Student,74855.47,Separated,Female,No,7.117737737,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,19.45250317,191.0610724,1907.226083,4,4,4,3,1,5,4,4
84,84,Z188641,5aab7733-9356-4ca2-96ba-aaa6832fa61f,Magnolia,KY,Hart,42757,37.40057,-85.72074,2863,Urban,America/Chicago,Herpetologist,4,71,Regular High School Diploma,Retired,NA,Divorced,Male,No,7.949187078,10,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),14.34766616,119.689113,1885.939118,4,4,3,3,4,3,2,5
85,85,A740543,935bafa1-e020-4ba2-95e6-8855e6083762,Gypsum,KS,Saline,67448,38.65158,-97.41275,1206,Suburban,America/Chicago,Medical sales representative,NA,32,Regular High School Diploma,Full Time,71596.14,Divorced,Female,No,8.999994263,11,0,0,NA,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),2.257358355,195.4035452,631.7435653,5,3,5,5,3,3,5,2
86,86,W681476,7d403a84-003b-402a-8432-24380e4da3b0,Alexandria,VA,Fairfax,22306,38.75669,-77.0929,35279,Rural,America/New_York,"Scientist, research (physical sciences)",NA,33,Associate's Degree,Full Time,10389.95,Never Married,Male,No,4.274255962,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.358129018,138.1911656,NA,3,3,4,3,3,4,3,6
87,87,G842176,7f9581be-4e3f-4f0a-9c55-939e16f033a0,Shade Gap,PA,Huntingdon,17255,40.1613,-77.86247,1049,Suburban,America/New_York,Solicitor,3,67,Nursery School to 8th Grade,Full Time,19657.14,Widowed,Male,No,15.45723779,12,3,0,NA,Month-to-month,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.650578623,115.8369419,593.8572264,3,3,2,2,5,4,2,3
88,88,Z852663,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,Chicago,IL,Cook,60636,41.77576,-87.66912,32203,Suburban,America/Chicago,Higher education lecturer,0,66,Bachelor's Degree,Retired,27827.03,Divorced,Female,Yes,7.703726062,13,1,1,NA,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,3.721772616,208.068307,777.3060718,4,3,3,6,1,4,3,3
89,89,C73741,1ca2e70f-6207-4514-a8ce-e97244a56251,Waterbury,CT,New Haven,6704,41.5865,-73.03305,25576,Rural,America/New_York,"Nurse, adult",NA,NA,Regular High School Diploma,Full Time,NA,Separated,Female,Yes,8.926117575,12,4,0,No,Month-to-month,Yes,No,DSL,NA,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,3.76663012,187.6215728,1393.202392,4,4,4,3,3,3,3,5
90,90,W258972,c4c9f72f-9d25-4e86-b0dc-278ad1794358,Litchfield,CA,Lassen,96117,40.54621,-120.23999,319,Urban,America/Los_Angeles,Automotive engineer,0,61,Regular High School Diploma,Full Time,19815.63,Never Married,Female,No,12.74200169,13,0,2,NA,One year,Yes,Yes,Fiber Optic,NA,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),4.151256695,136.0997678,393.6524652,3,2,3,4,3,4,5,4
91,91,G491883,0319a159-cefc-4d57-804b-c5a16de84ca6,Greensboro,NC,Guilford,27410,36.11785,-79.89432,55519,Rural,America/New_York,Chiropodist,0,75,"Some College, Less than 1 Year",Unemployed,58482.9,Separated,Female,Yes,7.83211249,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,2.188918771,192.0084484,NA,3,3,3,3,3,4,3,3
92,92,C302549,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,Seekonk,MA,Bristol,2771,41.83778,-71.31735,15210,Urban,America/New_York,Therapeutic radiographer,NA,63,Regular High School Diploma,Student,NA,Widowed,Female,Yes,13.60393581,9,1,0,NA,Month-to-month,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,13.85488928,221.0353527,2138.107161,3,2,3,2,4,3,2,4
93,93,K581313,87ec7c0f-2780-4909-9bf3-5369082eab90,Reading,MI,Hillsdale,49274,41.83849,-84.76277,3499,Suburban,America/Detroit,"Designer, television/film set",0,68,"Some College, Less than 1 Year",Student,115510.46,Separated,Female,No,5.655483352,3,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,3.273341151,163.0404044,443.984031,2,2,2,4,3,3,4,3
94,94,T46150,ca0b9ed3-3abc-49d1-84b2-053535772ee0,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,America/Chicago,"Education officer, environmental",2,32,Associate's Degree,Full Time,NA,Never Married,Male,Yes,8.065866812,7,1,1,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,19.75096265,161.1025056,2481.385603,2,2,3,3,3,3,3,3
95,95,B260505,e572a5e1-a17d-4813-b077-af6c45596135,San Antonio,FL,Pasco,33576,28.32589,-82.32911,4654,Suburban,America/New_York,Colour technologist,NA,NA,Professional School Degree,Part Time,NA,Never Married,Male,No,11.47541549,7,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,18.38404445,186.6210869,2233.567181,3,2,3,4,2,4,5,3
96,96,W877056,728fccac-151c-4743-8c4a-ebf5af17ec9d,Dallas,TX,Dallas,75212,32.78137,-96.87917,26320,Suburban,America/Chicago,Academic librarian,0,29,Regular High School Diploma,Full Time,24270.88,Divorced,Female,Yes,10.37979788,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.672610857,244.4658583,NA,5,5,4,5,1,5,5,4
97,97,M478246,fb749668-dbf8-448a-bc59-5bdba08f7e0b,Claytonville,IL,Iroquois,60926,40.57234,-87.80962,35,Rural,America/Chicago,Mudlogger,0,NA,Regular High School Diploma,Full Time,54466.33,Married,Female,No,8.657901827,17,0,1,No,Month-to-month,No,No,Fiber Optic,NA,No,No,No,Yes,No,No,No,No,Electronic Check,6.796299371,124.8019028,529.40733,4,4,4,3,2,4,3,4
98,98,N417817,832e769e-3b90-47cc-8f70-12e77fbd52a2,Beaverville,IL,Iroquois,60912,40.97003,-87.59935,521,Suburban,America/Chicago,"Designer, textile",10,23,Professional School Degree,Part Time,64816.84,Divorced,Male,Yes,6.398436616,14,1,1,NA,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,NA,188.611913,1956.7337,3,2,2,4,3,2,3,2
99,99,R180138,7def992e-acd6-4b3e-9d01-68812f5fd2ff,Fayetteville,NC,Cumberland,28301,35.07431,-78.88358,17600,Rural,America/New_York,Chief Strategy Officer,NA,80,"Some College, 1 or More Years, No Degree",Retired,103311.26,Never Married,Male,No,9.33803434,15,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,20.31163945,162.443765,2056.386979,5,4,4,3,4,4,5,5
100,100,N931384,d280a01b-3e7a-4303-b8b1-62ca5f99597c,Stanley,ND,Mountrail,58784,48.36433,-102.42437,3324,Suburban,America/Chicago,"Loss adjuster, chartered",0,20,Master's Degree,Full Time,NA,Never Married,Male,No,12.24404403,11,1,1,No,One year,No,No,Fiber Optic,NA,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,6.998814446,180.2362145,1067.373076,3,4,3,5,2,6,6,6
101,101,O967373,57582d0e-06d5-453f-934f-cd35554c860c,Birmingham,AL,Shelby,35242,33.42521,-86.67144,55122,Urban,America/Chicago,Pharmacologist,NA,69,Nursery School to 8th Grade,Full Time,58077.38,Separated,Male,Yes,10.82210354,12,1,1,NA,Month-to-month,No,No,None,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),14.46288204,222.7999248,1806.135733,3,2,3,5,3,4,4,3
102,102,G695985,a722aa28-8556-4560-9eca-d33fb02d1c1e,Calhoun,KY,McLean,42327,37.58745,-87.30164,4038,Urban,America/Chicago,Hydrographic surveyor,1,NA,Bachelor's Degree,Full Time,43466.35,Never Married,Male,No,14.2128601,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.13472066,182.8863727,1397.701335,3,4,4,4,3,4,2,3
103,103,P33478,de982f12-12d6-489d-b4ee-e68a97898c45,Ozone Park,NY,Queens,11417,40.67637,-73.84441,31927,Urban,America/New_York,"Engineer, manufacturing",0,53,Bachelor's Degree,Full Time,23289.77,Divorced,Female,Yes,12.58013188,19,1,0,NA,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,2.542296644,220.3400058,NA,2,4,3,2,3,3,5,3
104,104,K100436,4f87c1f9-6f12-433a-950e-d543319f5362,Buckhannon,WV,Upshur,26201,39.00049,-80.20387,19904,Rural,America/New_York,Research scientist (medical),2,25,Regular High School Diploma,Full Time,49158.49,Separated,Male,No,11.2210066,9,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,NA,170.9110193,1886.531937,4,4,3,4,3,3,3,4
105,105,L475907,50d17517-42e8-41ee-b3e1-51380935f604,Pleasant Hill,MO,Cass,64080,38.76701,-94.25448,13000,Suburban,America/Chicago,Wellsite geologist,NA,NA,Bachelor's Degree,Full Time,3805.84,Divorced,Male,Yes,15.66159152,16,0,2,NA,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,22.79214163,205.7639543,2294.781131,3,3,3,3,2,4,4,4
106,106,A78095,c7588553-d2c4-44aa-bc57-92d9a450da0b,Valparaiso,NE,Saunders,68065,41.07317,-96.83986,1444,Urban,America/Chicago,"Embryologist, clinical",3,71,GED or Alternative Credential,Retired,52616.27,Widowed,Male,Yes,5.535347323,10,2,1,NA,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,3.823689744,203.7817651,826.3438621,3,5,3,2,4,2,4,2
107,107,X742990,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,Buchanan,NY,Westchester,10511,41.26302,-73.94368,2158,Urban,America/New_York,Occupational psychologist,3,NA,"Some College, 1 or More Years, No Degree",Full Time,30550.42,Widowed,Female,Yes,8.06201289,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),10.77094687,245.0660727,NA,3,3,2,4,3,2,4,3
108,108,P347346,4adf59ca-778b-42d1-b4dd-e323767f014d,West Baden Springs,IN,Orange,47469,38.61776,-86.61282,1800,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2,56,"Some College, 1 or More Years, No Degree",Student,12154.01,Divorced,Prefer not to answer,Yes,13.04270304,11,0,2,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),13.08671185,170.9069787,1436.793746,4,4,3,3,5,3,2,2
109,109,O235183,31f4132d-f26a-4fe0-af22-3a01989b7258,Nolan,TX,Nolan,79537,32.29188,-100.21075,30,Suburban,America/Chicago,"Sales professional, IT",0,42,Regular High School Diploma,Full Time,30649.31,Married,Male,Yes,13.73417339,9,2,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),14.76468813,173.540759,1963.332683,4,3,4,3,5,4,2,3
110,110,R776311,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,Flat Rock,AL,Jackson,35966,34.79657,-85.67879,3682,Suburban,America/Chicago,Advertising copywriter,3,33,Associate's Degree,Part Time,31417.33,Married,Male,Yes,11.35797937,14,0,0,No,Month-to-month,No,No,Fiber Optic,NA,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,9.473091121,194.3065983,1324.164906,2,2,2,2,4,2,3,2
111,111,C25146,8d831d69-21b5-4bec-bbfc-44c636c75c3e,Centreville,VA,Fairfax,20120,38.85433,-77.47715,41733,Urban,America/New_York,"Radiographer, therapeutic",1,47,Associate's Degree,Full Time,55861.19,Divorced,Male,No,13.82441538,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),5.197446331,135.5831384,704.9375603,4,4,4,4,3,3,4,3
112,112,E722502,711c124e-f93c-48e0-8055-b690fccf4225,Angora,MN,St. Louis,55703,47.74202,-92.78159,630,Urban,America/Chicago,English as a second language teacher,1,NA,Bachelor's Degree,Student,9044.26,Widowed,Female,Yes,12.83804501,18,3,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),6.577552683,194.0043524,NA,3,4,4,4,2,3,4,4
113,113,D515341,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,Rice Lake,WI,Barron,54868,45.52596,-91.71346,15383,Rural,America/Chicago,Occupational therapist,NA,63,Associate's Degree,Full Time,NA,Never Married,Female,Yes,8.357284687,10,1,0,NA,Month-to-month,Yes,No,Fiber Optic,NA,No,No,No,No,Yes,No,Yes,No,Mailed Check,3.174571918,158.0420478,377.0810282,4,3,4,2,3,3,3,3
114,114,U972291,9f6c3100-9e67-4db4-bafd-47c929332d84,Middlefield,MA,Hampshire,1243,42.35146,-73.02322,257,Urban,America/New_York,Armed forces logistics/support/administrative officer,1,NA,"Some College, 1 or More Years, No Degree",Full Time,NA,Widowed,Male,No,8.32819175,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88002366,113.2171506,1606.489936,3,3,3,3,3,3,3,4
115,115,N374641,26b6fe37-eb18-4dc1-909a-942ed707ea29,Canaseraga,NY,Allegany,14822,42.43085,-77.84964,1012,Urban,America/New_York,Technical author,0,67,"Some College, Less than 1 Year",Full Time,12527.51,Divorced,Male,Yes,10.54819139,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,NA,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12190056,175.1031837,1431.409396,5,4,4,3,3,5,3,4
116,116,R736057,9fd23c24-e908-445d-aeb9-fb012159f6d4,Rocky Mount,VA,Franklin,24151,36.95739,-79.86453,20327,Urban,America/New_York,Regulatory affairs officer,0,56,"Some College, Less than 1 Year",Full Time,35499.06,Divorced,Female,No,7.664895103,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.34617699,162.9713747,2253.85247,6,5,4,4,4,3,5,3
117,117,K401117,05669b20-e56a-439e-b9e4-ff6a3dd483e1,Hope,KY,Montgomery,40334,38.01464,-83.76565,69,Urban,America/New_York,Sales promotion account executive,NA,24,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Married,Female,No,9.418424281,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.311709178,137.0944878,1353.29384,5,5,4,3,3,3,3,3
118,118,O17401,2146b03d-4fae-41b9-a872-b928843fa56a,Pleasant Dale,NE,Seward,68423,40.80268,-96.95214,1130,Urban,America/Chicago,"Optician, dispensing",NA,79,"9th Grade to 12th Grade, No Diploma",Part Time,51237.28,Divorced,Female,No,11.53243433,12,3,0,NA,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58298231,276.0538352,1701.457566,4,5,4,4,1,4,4,4
119,119,E779833,f8074e7f-30d3-4ac2-bd9b-99979feb45be,Watkins Glen,NY,Schuyler,14891,42.37724,-76.94575,4210,Rural,America/New_York,Theme park manager,NA,61,Regular High School Diploma,Full Time,NA,Married,Male,Yes,6.746267321,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.120096363,128.4032505,NA,4,3,4,5,3,5,4,4
120,120,Q527077,f374febf-f635-4175-ae0d-a66396e78623,Parksville,SC,McCormick,29844,33.7683,-82.2322,155,Urban,America/New_York,"Pharmacist, community",0,NA,Bachelor's Degree,Full Time,11014.98,Divorced,Male,Yes,8.809358115,11,2,0,Yes,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,9.344886869,209.8844788,1403.270091,4,4,4,4,3,4,4,4
121,121,Q765651,15a05750-ad38-4037-9acc-9fe6fe258839,Altadena,CA,Los Angeles,91001,34.19544,-118.13796,37711,Rural,America/Los_Angeles,IT trainer,4,NA,Regular High School Diploma,Student,NA,Divorced,Female,No,15.77290448,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),22.37815032,146.6848887,2603.903672,5,4,5,2,3,4,4,3
